,Count,City,Zip Code,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,Churn Reason
139,1,Huntington Beach,92648,33.679659,-118.016195,Male,No,Yes,No,39,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.3,3266.0,1,Poor expertise of phone support
140,1,Newport Beach,92661,33.601309,-117.902304,Male,No,No,No,32,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.35,2596.15,1,Competitor had better devices
141,1,Santa Ana,92701,33.748478,-117.858918,Female,No,No,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.25,3527.6,1,Competitor offered higher download speeds
142,1,Santa Ana,92707,33.714829,-117.872941,Male,No,Yes,No,56,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),100.3,5614.45,1,Competitor offered more data
143,1,Anaheim,92805,33.830209,-117.906099,Female,No,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,233.55,1,Competitor made better offer
144,1,Anaheim,92806,33.83796,-117.870494,Female,No,No,No,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,75.3,1,Competitor had better devices
145,1,Anaheim,92807,33.848733,-117.788357,Female,Yes,No,No,4,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.2,346.2,1,Competitor had better devices
146,1,Brea,92823,33.924143,-117.79387,Female,Yes,No,No,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.7,85.7,1,Competitor offered higher download speeds
147,1,Norco,92860,33.925833,-117.559639,Female,No,No,No,12,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,61.65,713.75,1,Competitor offered higher download speeds
148,1,Yorba Linda,92887,33.884073,-117.732197,Female,Yes,Yes,No,65,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),105.25,6786.4,1,Competitor offered higher download speeds
149,1,Ventura,93001,34.360261,-119.306383,Male,No,Yes,No,9,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95,248.95,1,Competitor offered more data
150,1,Ventura,93003,34.279221,-119.221437,Female,No,Yes,No,9,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,65.0,663.05,1,Competitor offered more data
151,1,Port Hueneme,93041,34.110124,-119.100972,Female,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.0,137.6,1,Competitor offered more data
152,1,Summerland,93067,34.420998,-119.60137,Male,Yes,Yes,No,49,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),90.05,4547.25,1,Competitor made better offer
153,1,Santa Barbara,93101,34.419203,-119.710008,Male,Yes,Yes,No,43,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.75,4687.9,1,Competitor made better offer
154,1,Santa Barbara,93110,34.437945,-119.77191,Female,No,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.5,6985.65,1,Competitor had better devices
155,1,Alpaugh,93201,35.869626,-119.498771,Male,Yes,Yes,No,56,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),104.55,5794.65,1,Competitor offered higher download speeds
156,1,Armona,93202,36.315979,-119.710852,Male,No,Yes,No,10,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.25,855.3,1,Competitor offered more data
157,1,Avenal,93204,35.916943,-120.129921,Female,No,Yes,No,43,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,56.15,2499.3,1,Don't know
158,1,Bodfish,93205,35.523991,-118.400432,Male,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.55,89.55,1,Competitor had better devices
159,1,Camp Nelson,93208,36.057458,-118.591951,Male,Yes,Yes,No,20,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.55,1899.65,1,Competitor had better devices
160,1,Coalinga,93210,36.186867,-120.387793,Male,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,Competitor offered higher download speeds
161,1,Delano,93215,35.772244,-119.209689,Female,Yes,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,89.5,161.5,1,Competitor offered higher download speeds
162,1,Earlimart,93219,35.858054,-119.305858,Female,No,No,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.55,222.3,1,Competitor offered higher download speeds
163,1,Exeter,93221,36.301689,-119.018233,Female,No,No,No,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,74.6,74.6,1,Competitor offered more data
164,1,Fellows,93224,35.215731,-119.57013,Female,Yes,No,No,8,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.65,164.3,1,Competitor offered more data
165,1,Huron,93234,36.217864,-120.080117,Male,No,Yes,No,2,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,35.9,1,Competitor offered more data
166,1,Kernville,93238,35.852892,-118.397782,Female,No,No,No,4,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.25,96.05,1,Competitor made better offer
167,1,Lemon Cove,93244,36.462671,-118.997291,Female,No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65,145.15,1,Competitor made better offer
168,1,Lindsay,93247,36.205465,-119.085807,Female,No,No,No,4,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.65,191.05,1,Competitor had better devices
169,1,Maricopa,93252,34.737031,-119.460557,Female,No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,1,Competitor offered higher download speeds
170,1,Onyx,93255,35.676978,-118.101378,Male,Yes,No,No,52,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,1,Competitor offered more data
171,1,Posey,93260,35.861928,-118.636698,Female,No,No,No,2,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,1,Competitor made better offer
172,1,Shafter,93263,35.490705,-119.286833,Male,No,Yes,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,1,Competitor had better devices
173,1,Tipton,93272,36.047414,-119.344304,Male,Yes,No,No,2,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,1,Competitor had better devices
174,1,Wofford Heights,93285,35.690535,-118.552784,Female,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,1,Competitor offered higher download speeds
175,1,Visalia,93292,36.37559,-119.211689,Male,No,Yes,No,3,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,1,Competitor offered higher download speeds
176,1,Bakersfield,93311,35.16207,-119.194488,Female,No,No,No,25,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,1,Competitor offered higher download speeds
177,1,San Luis Obispo,93405,35.236549,-120.727344,Male,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,1,Competitor offered more data
178,1,Lompoc,93436,34.601055,-120.382917,Female,No,Yes,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,1,Competitor offered more data
179,1,Lompoc,93437,34.757477,-120.550507,Male,No,No,No,3,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,1,Competitor offered more data
180,1,Los Alamos,93440,34.758699,-120.275839,Male,Yes,Yes,No,33,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,1,Competitor made better offer
181,1,Oceano,93445,35.059695,-120.604741,Female,Yes,No,No,30,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,1,Competitor made better offer
182,1,Pismo Beach,93449,35.165668,-120.655842,Female,No,No,No,45,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,1,Competitor had better devices
183,1,Mojave,93501,35.097323,-118.171288,Male,No,No,No,10,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,1,Competitor offered higher download speeds
184,1,Johannesburg,93528,35.363339,-117.637641,Male,Yes,No,No,20,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,1,Competitor offered more data
185,1,Keene,93531,35.214982,-118.59049,Female,No,No,No,15,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,1,Don't know
186,1,Lancaster,93535,34.712708,-117.889656,Female,No,No,No,22,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,1,Competitor had better devices
187,1,Lancaster,93536,34.741406,-118.38111,Male,No,Yes,No,3,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,1,Competitor had better devices
188,1,Palmdale,93552,34.557711,-118.029441,Male,No,No,No,15,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.35,1444.65,1,Competitor offered higher download speeds
189,1,Pearblossom,93553,34.445239,-117.894868,Female,No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,19.9,1,Competitor offered higher download speeds
190,1,Randsburg,93554,35.405722,-117.773354,Female,No,Yes,No,5,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.9,454.15,1,Competitor offered higher download speeds
191,1,Ridgecrest,93555,35.603913,-117.67828,Male,No,Yes,No,33,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,95.8,3036.75,1,Competitor offered more data
192,1,Trona,93562,35.74837,-117.384948,Male,No,No,No,2,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.0,184.65,1,Competitor offered more data
193,1,Palmdale,93591,34.598221,-117.79593,Male,No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.35,89.5,1,Competitor offered more data
194,1,Bass Lake,93604,37.458367,-119.345011,Female,No,No,No,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,52.2,52.2,1,Competitor made better offer
195,1,Biola,93606,36.798882,-120.019511,Female,Yes,No,No,46,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.0,4874.8,1,Competitor made better offer
196,1,Five Points,93624,36.397745,-120.119911,Male,No,No,No,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,96.75,6125.4,1,Attitude of service provider
197,1,Friant,93626,37.027663,-119.69056,Female,No,No,No,10,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.5,1058.25,1,Attitude of service provider
198,1,Kerman,93630,36.727418,-120.123526,Male,No,No,No,6,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,489.45,1,Attitude of service provider
199,1,Madera,93637,36.902954,-120.194274,Male,No,Yes,No,40,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,4113.1,1,Attitude of support person
200,1,Madera,93638,37.004068,-119.930027,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,69.55,1,Attitude of support person
201,1,Mendota,93640,36.687292,-120.437354,Male,No,No,No,58,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,6017.65,1,Attitude of support person
202,1,Miramonte,93641,36.696759,-119.024051,Male,No,No,No,70,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,7250.15,1,Attitude of service provider
203,1,Orosi,93647,36.600185,-119.175655,Female,No,No,No,2,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,178.7,1,Attitude of service provider
204,1,Fresno,93650,36.841655,-119.797113,Male,No,Yes,No,21,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,2317.1,1,Attitude of service provider
205,1,San Joaquin,93660,36.600193,-120.153393,Female,No,Yes,No,16,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,1430.25,1,Attitude of support person
206,1,Selma,93662,36.545322,-119.642281,Male,Yes,Yes,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,644.35,1,Competitor made better offer
207,1,South Dos Palos,93665,36.959731,-120.653519,Male,No,Yes,No,60,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,5453.4,1,Moved
208,1,Tollhouse,93667,36.993666,-119.348267,Female,No,Yes,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,5610.7,1,Moved
209,1,Squaw Valley,93675,36.719141,-119.202677,Female,Yes,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,292.8,1,Moved
210,1,Fresno,93703,36.768774,-119.762633,Male,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,44.4,1,Competitor offered higher download speeds
211,1,Fresno,93706,36.654614,-119.903674,Female,Yes,No,No,55,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,5509.3,1,Competitor offered higher download speeds
212,1,Fresno,93711,36.833002,-119.82947,Female,No,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,229.6,1,Competitor offered higher download speeds
213,1,Fresno,93721,36.732694,-119.783786,Male,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,89.9,1,Don't know
214,1,Big Sur,93920,36.092975,-121.549826,Female,No,No,No,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,6413.65,1,Competitor offered higher download speeds
215,1,Carmel,93923,36.460611,-121.852507,Male,No,No,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,50.8,1,Competitor offered higher download speeds
216,1,Jolon,93928,35.930782,-121.189757,Male,Yes,Yes,No,20,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,1463.5,1,Competitor offered higher download speeds
217,1,King City,93930,36.220761,-120.980777,Female,No,No,No,3,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,307.4,1,Competitor offered higher download speeds
218,1,Lockwood,93932,35.989792,-121.055933,Male,No,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,2104.55,1,Competitor offered higher download speeds
219,1,Marina,93933,36.689582,-121.758398,Male,No,Yes,No,4,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,319.15,1,Competitor offered more data
220,1,Pebble Beach,93953,36.587497,-121.944815,Male,No,Yes,No,59,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,5084.65,1,Competitor offered more data
221,1,Belmont,94002,37.509366,-122.306132,Female,No,No,No,60,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,3027.4,1,Competitor offered more data
222,1,Daly City,94014,37.691561,-122.445202,Female,No,No,No,15,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,1582.75,1,Competitor made better offer
223,1,Loma Mar,94021,37.266388,-122.26308,Male,No,No,No,10,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,1043.3,1,Competitor made better offer
224,1,Los Altos,94024,37.352911,-122.093002,Female,No,No,No,6,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,497.55,1,Price too high
225,1,Mountain View,94040,37.380662,-122.086022,Female,No,Yes,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,6215.35,1,Price too high
226,1,Mountain View,94043,37.419725,-122.062947,Male,No,Yes,No,50,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,5017.9,1,Price too high
227,1,Pescadero,94060,37.22565,-122.297533,Female,No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,24.6,1,Price too high
228,1,San Bruno,94066,37.624436,-122.430661,Female,No,No,No,12,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,1120.95,1,Price too high
229,1,South San Francisco,94080,37.654436,-122.426468,Female,No,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,923.5,1,Price too high
230,1,Sunnyvale,94086,37.378541,-122.020456,Male,No,No,No,17,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,1625.65,1,Price too high
231,1,San Francisco,94102,37.7795,-122.419233,Male,Yes,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,918.6,1,Price too high
232,1,San Francisco,94108,37.791998,-122.408653,Male,Yes,No,No,10,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,688.65,1,Price too high
233,1,San Francisco,94114,37.758085,-122.434801,Male,Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,73.55,1,Price too high
234,1,San Francisco,94130,37.820894,-122.369725,Female,Yes,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,205.05,1,Product dissatisfaction
235,1,San Francisco,94131,37.746699,-122.442833,Female,No,No,No,13,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,952.3,1,Service dissatisfaction
236,1,Palo Alto,94304,37.386978,-122.177746,Female,Yes,No,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,360.1,1,Lack of self-service on Website
237,1,San Mateo,94402,37.556634,-122.317723,Female,No,No,No,6,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,434.5,1,Network reliability
238,1,Antioch,94509,37.980057,-121.801599,Female,No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,215.8,1,Don't know
239,1,Birds Landing,94512,38.140719,-121.838298,Male,Yes,No,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,3395.8,1,Don't know
240,1,Byron,94514,37.83323,-121.601461,Male,Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,85.15,1,Don't know
241,1,Concord,94520,38.013825,-122.039144,Male,No,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,44.7,1,Don't know
242,1,Fremont,94538,37.505768,-121.962472,Male,No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,45.7,1,Poor expertise of phone support
243,1,Fremont,94539,37.516791,-121.899117,Male,Yes,No,No,8,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,832.35,1,Competitor had better devices
244,1,Hayward,94541,37.674002,-122.076796,Male,No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,112.3,1,Competitor offered higher download speeds
245,1,Hayward,94545,37.62984,-122.120843,Female,No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,174.8,1,Competitor offered more data
246,1,Castro Valley,94546,37.708327,-122.083473,Female,No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,90.55,1,Competitor made better offer
247,1,Livermore,94550,37.571748,-121.659562,Male,Yes,Yes,No,44,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,1359.7,1,Competitor had better devices
248,1,Martinez,94553,38.014457,-122.115432,Male,No,No,No,71,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,7532.15,1,Competitor had better devices
249,1,Fremont,94555,37.555473,-122.080312,Male,No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,69.9,1,Competitor offered higher download speeds
